Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,PSH Flag Count,SYN Flag Count,FIN Flag Count,ACK Flag Count,Average Packet Size,Fwd Avg Bytes/Bulk,Bwd Avg Bytes/Bulk,Protocol,Label
21,38559.776142847404,11,11,704.6278445909461,64.45740689084332,110.5616146206008,64.38812615857854,9.642853028102975,2.4202870317392047,132.87276215622566,33.27953741841431,75.82280917807027,2.6335870375116204,5148.628378482855,47.79411690816822,9448.211179152571,28233.973093017907,517.424178866691,319.73219355968524,9578.340728139627,2796.839919683054,22001.927245312265,106.3145970133566,18172.238623701636,5815.2215404631315,38393.13318169202,939.217768397288,2,0,0,14,178.97208198555285,43.714733435742374,75.40865731525435,6,BENIGN
22,714.9185354754568,5,5,125.94905282142551,7.032408439029178,31.865052584367177,123.77186246426787,35.52548749904013,42.79784226254334,25.293085306716662,15.005539291493763,29.51187351304885,0.9622297800579004,11005.284218948542,54.75532501993896,11501.930845794841,2285.617490931472,41713.366952413024,3251.337009693587,8025.63881756319,18650.159519864093,9523.410503583735,2336.4624880618458,15474.284783064064,3564.8101080425113,15832.795778863438,637.6505417222475,0,2,2,10,47.356329529230266,112.02203609898834,102.35275049544414,6,BENIGN
443,14895.510011091286,11,9,73.23584474749575,517.7261687845368,132.44853321144976,15.783054125402074,15.199188874021353,26.568758312362803,53.91895414697905,4.632236758384202,11.3625046090792,21.602919320177808,5460.921644220852,116.74641494426415,6745.754405599941,3468.9652698387317,357.1348261759955,3321.047602317759,7973.588414118527,3711.5251220491305,10420.091139785061,712.3855633236935,2161.231338050085,88.76609365958913,21077.66988718017,2659.9974609065266,1,3,0,15,293.2676711386292,90.33361177601991,21.133243047167607,17,BENIGN
3389,29886.729778947712,9,7,99.55977848389381,558.5143303059706,140.6147693143056,104.65169861497895,58.88094318304388,16.256190014568986,97.06025909254956,59.86063350099835,57.854460886221005,6.902800752978211,29928.517407666408,38.33262739635863,19177.02212776199,3665.3547542065644,26183.92534473493,606.855319203286,26832.097955431305,4001.761777086375,17790.093070023286,2469.085113342906,280.8271682039331,2586.4338063904465,1448.3174972213137,414.7577453980322,0,0,1,4,22.664911079111885,31.387035963108566,89.00144209594241,17,BENIGN
3389,59030.54343219857,7,13,48.816783481463055,1040.536568046684,34.70113318729853,18.21684731635672,60.366781658519876,27.65290839886952,4.130376003735788,42.463365893664296,56.31992975274498,3.577012085492771,2752.67418738475,47.27374427779297,4365.15410783508,674.5247632204955,11224.494588007958,170.19858776127825,10555.807774396559,6457.229084445415,13874.756326895946,102.8931398624979,2396.1824387402917,691.6582254640481,2242.718201452868,1465.0368540950071,3,1,3,8,14.563774262000695,8.325939469727793,43.44697229222052,17,BENIGN
3389,66055.37341168575,7,9,1409.1348342526753,695.4486879986116,13.811713542958238,52.19363366486882,46.001724039446835,31.49012850277128,137.20795947780982,25.538520208188586,21.40404036144771,21.847387391313944,16840.500790164417,97.54985659617293,5147.475555879224,18193.896686015054,804.7506089645533,68.44081125533899,37819.41460406979,783.5940471575633,41793.758667217815,1468.5256482345692,39562.89927199559,8949.048967722596,6235.0517975136845,3905.207509031632,4,4,0,17,33.55543523944717,269.61953193066853,72.9546181143761,17,BENIGN
22,269319.33342485246,14,8,953.5664724823545,408.1967341983634,69.01305446093166,163.6936400441687,15.274767039595709,27.865658103793862,469.71439851114076,11.948440861765143,31.376951514507905,30.332646530612315,15234.272610414708,155.88169836744112,1016.5094624101652,1824.2137323287095,38063.432282163994,597.6074076871945,16040.477957020148,6614.265470765879,29545.829617621454,1894.1046077628341,12234.139879827571,10587.340533461027,34289.234454589576,1016.1432937158778,2,0,1,12,67.89432336633901,78.99405866925434,282.9409088889225,17,BENIGN
21,16949.554269810666,9,8,47.583801767800686,84.43828529460045,28.330062193857625,42.984312161126255,10.111497453332356,21.629020181782597,210.90141303637563,10.503588679414259,39.98628629811997,1.67221804735975,4019.3795023308344,184.38921956142977,69546.99480908838,2889.9030394673387,9874.772400114802,771.4402173476757,7806.088786436585,2712.9274085246348,2158.913981787379,2813.095123867346,53222.61296467695,243.4263837052646,5610.976696031542,314.18942109121946,2,0,1,15,161.25004487285477,139.06454618695366,107.94096087098868,6,BENIGN
22,38633.34561954432,4,7,566.5563812195679,360.61058740304543,104.93654676671443,5.8839214987990465,8.840386545122934,42.52059682969098,139.72399854281795,16.388382680131915,57.86219301628306,8.040836949038951,6361.485558685304,91.15504430021747,6017.304129155828,10660.6376885608,26590.557786742556,300.0044668174583,1621.038759149287,171.41068411757746,713.9891559289553,3292.2831844520183,1622.0867110478393,3574.338522965343,30867.74657510892,813.8401132115305,2,0,0,8,52.30385822818165,1.0749631099193913,187.10329813772154,6,BENIGN
3389,38105.95416972328,12,6,140.90788991497493,228.1489841348685,112.01695281213915,135.69222997795168,9.51752691199518,10.999046556347999,135.9442732158297,201.28313138546315,71.98170383319705,0.3606022655636766,14337.86126082836,61.26431899609675,24729.840200112943,6064.301555570798,13900.880019698132,3.4434032683092317,10626.90699524355,9064.495901655191,16126.831644507869,16.697208352315418,20140.33815361645,7522.979877583108,17520.565856339897,1930.2284932427783,1,0,1,7,23.762853745846634,13.0907704503282,44.704860448528215,17,BENIGN
443,26013.946577921797,10,14,8.712291731633634,105.64271673265637,140.5336707837524,52.76416230986863,27.950784557563836,16.701911795243383,272.80280102789976,164.26888977513025,9.284759603191388,26.37378672482668,19256.24195718618,108.22973903711888,19151.665557456716,1753.9088228627527,40699.82740170339,146.1987833098889,14126.533224657394,16813.295329198987,12295.335772054452,2062.73642396966,8304.823671861726,2038.3358957518583,58531.27615495022,1234.1657097316918,3,2,4,12,51.433182056140325,37.87429806700799,45.00589618971503,6,BENIGN
80,9266.016060389447,8,10,172.93260264664065,642.0371615324356,138.50900828615292,4.428536589468099,0.1492922203139119,69.72217808569312,44.583998450402355,93.14991762995571,10.989031989372014,0.12372295132945692,114720.76434725293,31.372104299123713,3002.233699716225,328.2988547248517,13951.214260556995,275.64561673912704,36404.03780443332,5129.117407600688,4520.284806955348,237.5402598731294,23728.521917796705,4262.368579789795,14966.181673727615,946.9477283183357,1,1,0,2,66.972167016051,2.880851910219379,17.37718708415413,6,DDoS
21,189615.56528390347,10,5,289.9360959479991,64.79863156365377,168.53327731850354,0.6350592743293777,5.142289711676888,9.312159392688642,71.01256621571537,3.5420323322422913,31.95242426812511,7.427037882967211,25540.39073563851,82.28109885530964,6957.349015188692,727.2474026400433,28138.634954258378,374.72410814767505,4294.5920499288595,2706.209490568368,5523.033757996033,1148.1144930724913,9425.373290870391,9643.823105501104,11375.39803992336,16.817030410360605,3,2,1,10,52.09940030230828,36.37438197212261,90.08330664422363,6,BENIGN
21,95974.13779439294,13,12,10.120822721915209,398.0677517591631,39.29335522086096,18.170409942476766,50.857367234899385,27.799381028863937,129.5889417019847,89.14727458609312,37.63762147498304,34.95600293024423,9678.371803011532,36.794813820540625,8871.070047520876,2477.060550524573,18327.877465682075,537.9218849334889,74908.37254289321,7152.918562462481,2234.106584242366,696.0145693243313,11979.717096670163,2955.1878894087095,1128.115930641149,1493.409067394849,2,2,0,5,81.48412453732588,266.6799776708999,247.9476277254679,6,BENIGN
22,34490.93912080505,8,9,195.57406654888518,377.4174130149929,196.86908161944146,7.689686528580121,16.139011597547594,9.945204511032575,102.02691321456342,70.45490864385029,28.230184491060612,13.133263401799233,5206.803821255078,73.18873683331256,18642.646038733474,2932.860745062746,30416.250371678598,1264.271286821817,767.5562957882088,14125.60419109064,161.07570848456746,380.5105542458364,11963.138666318317,842.0467549335829,19297.209365750456,2075.8634746115467,2,1,1,12,62.87203000747573,53.79228936779689,8.764953926968616,6,BENIGN
21,46221.86913069447,7,13,602.5744633246285,144.74040928639278,111.61029363408163,59.401840399282605,24.45453546545187,12.704024872264203,223.0287296633289,139.52631577602895,72.80749635464169,24.355867892825238,9755.711276923872,34.26596162566598,1024.7160567582148,3272.0408950718333,2308.312276661324,1527.121576756084,2895.3954248345376,2269.8645605277643,24447.29966002751,541.6560317686587,25509.90888139025,14051.737657492464,3486.7598975143783,269.1374738589585,0,1,0,5,28.34466357298149,11.911276484164306,41.56779851743436,17,BENIGN
3389,12890.700112906383,15,8,129.6629408877586,224.3139871988886,86.25288686285585,54.48680720358283,34.872612354788274,8.178423209670402,54.73611903442806,31.44841529089592,232.06756502532673,2.1747531918704857,9467.255054323425,19.980221401051608,17616.24766209157,340.950703369075,8747.767048121574,431.14287803353284,43690.11656446005,4939.7246892881185,4810.641919024677,453.3990843743277,3674.9289058748045,2745.1293952523483,27542.155453032552,1143.2681275494886,2,2,2,13,118.77803534762359,68.25016038077366,55.62314988734569,17,BENIGN
3389,39239.78137800509,5,11,331.6902925037823,49.57807297389127,156.57405770944342,110.28618123542874,3.2367160694858743,3.3228914197676125,64.60021488616542,36.17060762244482,65.05094418722801,1.8272330337281768,80391.2551722182,278.0359776485833,1187.8961769210903,202.32708476647937,9148.703710178967,2527.9057938399396,6399.937994188844,1651.5697554316882,107674.74068787735,385.89089431178127,4779.091765623463,2398.281703504336,21370.67403629837,366.1622721491367,4,2,1,10,44.216407679391786,112.15793520255241,112.03743146759744,17,DDoS
22,59367.27914885518,6,6,1092.7607715481242,10.345815869080498,104.35076166090873,43.214002587989555,19.87913476874272,71.65671618197284,34.40001439056647,41.93269838432486,13.366466045855338,6.563456631393824,3657.7309141889114,135.9407909292463,5957.400302503626,4883.13647569363,2373.2053848359806,193.0448332815573,51790.861019422955,6169.342183270704,10694.295327813714,1579.9284126049006,851.5314570306824,5190.046566899666,40285.91024072891,48.59610693444832,1,1,0,7,277.26006589237346,87.92704596112034,114.87254265458965,17,BENIGN
3389,36197.54178929614,16,9,14.400900772068871,5.241711997657244,111.87717666750297,17.511119852189367,119.93466044965638,11.859002979842025,122.12512740428956,39.47891765688042,27.850623076477834,16.772174454410596,11003.604435954909,47.04514332016807,19816.77764258017,883.8902473417148,45232.17014491591,389.7887369549849,54005.81610208033,9377.405274959638,5190.353940457031,636.5898148373697,8391.74543073604,9703.115388084869,3280.939462829173,1601.213131142472,6,1,1,12,13.263028973832153,69.61313242406794,38.44108573784305,6,BENIGN
443,231705.08776151686,8,7,770.0425592628583,76.62044871002553,3.5283450891626957,3.0954496139210463,33.35003200793065,6.551961045317384,59.37552096681455,18.825112814369486,55.130209952518946,2.674768855362158,16131.223753899405,129.0569542512468,2661.094098027107,5332.931002629765,6188.1574167253175,152.73791288096592,4247.2109527633365,1442.0903876622895,6300.321217879836,3366.9357908169422,5486.1561560492255,18942.573156661703,25589.785951942642,1179.7782308113235,2,1,1,11,1.7113864899823856,53.093943694461956,195.7860632035551,17,BENIGN
22,47252.73074927703,9,3,242.1671714895738,806.8814702304823,242.9511423956352,0.6336188142099864,16.479279511864725,20.785174329819522,95.44921933051678,8.801743371589446,26.313217395549394,1.0169121185772063,31899.807960974907,139.2551391536917,473.11957446677945,813.9741679165809,30104.350565501456,1116.1101260741202,7704.039814117132,4853.707142599125,26387.518085535343,1165.70240257871,9582.094731037718,5561.653572483306,21769.823354132997,1716.9920773859153,1,1,1,4,59.415102145980555,74.37910632121375,20.90245020979519,17,BENIGN
443,23179.111538684225,11,5,389.51584112273537,295.76754790592923,82.79294762553153,156.04193033885167,17.626252243100566,2.351587900969191,7.498905117906096,62.2004477075589,43.40820571490323,55.83964193783797,6881.801905091102,1.985007626487363,489.6036051168328,3982.109629605125,13325.902479308568,246.66462580406392,2800.9418747777536,1180.7739992047343,14295.469516105604,1095.5930930741329,30764.12899446163,2324.071995131738,39929.42319721962,293.79954245190686,1,1,0,6,39.142307584895455,10.261549984926878,40.93287371238321,6,BENIGN
80,73953.83301091532,10,6,131.2487596526704,49.8245615222354,109.49548098866182,9.365028357858328,334.5644876012209,15.67924780916331,146.24466656471125,121.83842640245864,60.491042454476066,5.153867028905914,13955.79835296043,280.2032048573564,2093.1009841803702,1601.9823059851979,43755.382184239264,1142.2076389398242,20873.244428294805,3852.5515255583973,451.75501728856403,3869.635131711892,2504.9571044027593,3173.250451850762,10004.248324702861,3858.2085850698077,1,2,1,12,13.793161824079778,82.79563225707909,55.101544265891306,17,BENIGN
443,9344.348818922594,4,6,432.500015779202,943.6413729441595,74.12244876710695,41.49227769875529,12.856264457913117,17.07181845782093,91.26797113123686,54.88830138144951,85.69900952435658,14.688584482387391,161925.130880615,105.46543970779751,7787.403995349121,1124.7734712570739,26166.555076475852,41.90905528929116,1795.926446675465,6752.786724154628,2294.64707021455,3153.6911467466725,10054.057377859423,6333.182646869168,33104.375470646104,1906.743645265803,0,0,3,9,184.85204106985617,7.429521398673754,8.99891516692283,6,DDoS
80,24267.30130715167,12,5,655.9639888707774,336.5556567724189,120.28718211172902,95.02123475505012,188.66323223972003,4.361991386599821,162.68240237050472,88.34180235318156,18.754114277301007,16.162179212973626,11210.051374752768,63.777227034476056,22337.51191240399,1247.8782826225595,28344.793735432282,232.30011680203387,2162.3990099524176,199.5633281614381,9879.030685970845,43.45813207838904,1943.3551769373921,18860.94112082492,45676.92635454726,573.5227753197844,5,1,0,8,34.556375458344604,54.37451267195734,56.80573639236581,17,BENIGN
80,21305.764427688482,9,6,112.5339068083802,11.31268501032202,8.333627495846965,158.395236493599,6.71791809557937,64.18556860453418,34.525383233473185,36.831804031808666,44.4621296397073,0.5911508509460248,4763.987601164425,300.3077073593824,12342.370205668769,2790.387292441902,13347.13731629029,657.6841336166875,19655.96959001715,8149.119886822026,3577.4733672113493,1407.5700921126388,3754.311150842137,22679.491842431595,6187.91809128379,1225.0439961955915,1,1,2,5,2.024707896345389,34.514383324395666,27.68101686419976,17,BENIGN
443,28264.714831505844,9,6,210.24025184390942,575.4207892471038,72.65410481200009,13.515925936625997,165.99163280955779,18.06149691463981,232.12018929709402,35.17386740474658,36.682212938311565,12.51726809359943,12592.318178521467,17.227598309687554,16344.481337195133,3886.936347872053,9861.393413138274,1497.2967547488781,18147.686259490867,2644.3733402734883,792.6819145358768,1401.2576205133116,9862.122015993456,6091.052828395823,553.7046457117759,1657.0692628265112,2,1,0,12,297.9848449346455,79.62885511560565,123.58741358383507,17,BENIGN
22,76112.53765342133,8,10,418.9466088269137,256.55231566927085,165.69959091038575,15.832660155077908,56.56610776110944,5.036446465719954,245.53634705307857,211.58620538640668,7.063315209933412,3.352849073574337,37967.2648424554,21.33749942928616,2831.7045637605797,8710.25988128521,12642.261218953568,172.77759921381178,18823.92695886365,4951.910688750768,55532.487376232166,3872.1935947974457,5314.214643892144,2472.58147239606,11728.785760604676,352.49665463894036,3,1,0,14,18.6247275228311,3.465578087353202,46.289186887042135,17,BENIGN
3389,33099.19516937448,6,9,269.5962573355595,304.4532238674434,418.1763190887037,11.888736638711055,75.06355828418474,35.84796743619415,68.95261265711927,260.5618175887551,64.48709506475639,1.4126501481289389,9326.627912576461,26.669911802183076,4820.598176008423,6494.575701362442,13447.068068924875,240.38834161418836,2796.263691971853,3748.014452248487,25113.822682825154,1874.2579352750001,4684.524789355688,3146.940796625406,18984.763509277793,210.1760303719661,2,1,2,9,117.39895282800865,260.0809112795135,101.99987543548657,6,BENIGN
3389,78997.46297875578,9,9,173.47043555264167,379.9667792249406,283.7504718227507,10.384890838483075,22.581785557592067,7.3355937562065705,12.012539751421542,46.91792048444917,105.76663153198727,7.585318302111567,13399.058738777927,177.35448061048274,7430.8524269512545,1190.564614149055,1214.2376659891918,940.4224706751115,15063.009877968132,9061.453570423759,11834.931353702696,890.0198870173269,21547.572236154745,15273.473904223807,7302.884019666697,1578.327698057611,5,1,2,17,97.45118664191678,40.50002992850391,158.91676469273796,6,BENIGN
80,42958.7781246959,8,11,300.4548883561875,39.68528822849481,493.7896992836682,36.41323693912345,183.1014194632418,26.179954834169692,84.9154478223927,23.171526213319453,132.91267033446533,23.613815605296377,2703.6286607340976,184.0308881922693,4582.883858164774,2852.3206215173245,2248.1627106192013,1694.5099195812918,6075.931519244755,8145.266867326646,113699.96123621317,83.28302751837371,22455.830160010708,7186.634089431038,3251.312823848707,893.6159400150257,5,1,0,5,323.96077391208837,83.36314695523258,12.10226911563029,17,BENIGN
80,20932.793851026203,8,4,171.82842918474992,1180.6110327235758,228.1554479107505,60.62046616909913,70.77279129503833,19.797371451884974,124.96176591609276,23.295283743957437,5.332051867185887,52.13329363128273,10638.454079663345,230.83906036162486,13955.96749458757,161.28324760702301,6833.795297988824,824.3472458163585,12734.502345132632,15.06265374166806,137395.98983567464,134.5490941819739,8883.64079061464,2274.03677063226,4487.413794296637,2634.780721247176,1,2,2,11,203.70408987288235,14.472351877026593,41.79132818611264,17,BENIGN
22,83030.9668864543,12,4,179.67753998755148,117.95919713995728,150.2026681470323,73.50378595143233,90.08691515122612,3.479520279922169,109.789632708508,55.71680914273581,58.20089167525173,10.249510214626966,347.8883187259954,70.36583553916186,35188.92900000408,4220.978960373495,10673.527205470806,955.8303095458449,2718.2636875551384,949.702693530206,30880.313160091504,941.3903616284965,23118.860145356244,3984.403491937218,25336.30284814073,85.01991670999915,4,0,2,7,23.841949740966044,115.31028473165696,0.6545837411247124,17,BENIGN
21,13609.44703258735,10,5,471.61733743602827,388.96693047054634,82.55779417839521,23.778304464778135,65.09169347055384,1.984820609364214,273.54380162113796,12.704060205148632,305.106872088487,32.76997389973043,17760.218624217403,232.48119916394202,14659.86864215235,6085.803137610286,1392.5477242269324,3934.8991641737734,30047.656126583515,1639.9027352557275,19167.6142238638,6158.742493058858,7440.462117524711,3657.0586450838937,4937.578387097543,3764.3807347530587,1,0,1,6,17.112262355700235,255.56284343201898,3.7737473834748485,6,BENIGN
443,12704.820564755195,8,8,324.1493125686154,773.9646479850729,19.711599627336163,58.65986633933731,10.703968650601084,18.704977522345803,300.475060884882,196.17273357980307,98.51420738073685,43.55732567554513,2497.074201181446,31.36382951297623,28162.22469078943,6782.893125664389,13082.001542316177,1579.449319877713,10792.465057611464,4323.708190585005,23560.940840541705,7122.775917617657,19130.01839299556,10209.054363324916,33759.96233532033,433.50155177821995,4,2,0,7,319.5318189939857,54.858924882831545,49.52010300916426,17,BENIGN
80,35109.6913225082,12,5,565.1632932352516,161.33746501293874,43.31282412496654,0.14228946782522833,144.74078449344861,22.070606386514665,116.78793409045629,62.41224831754138,62.37291990687634,8.776180120628055,6755.500326469736,942.120873298019,38437.83204005271,663.1586387762371,17387.37739363206,614.1433070697184,17049.850092348846,2151.55569461462,23172.470785507256,973.5151550717411,29163.3059775304,82.29752380575287,12523.071076573657,1424.7724211718682,2,1,1,12,219.38013826732586,42.061111809320934,16.546263724165318,6,DDoS
3389,15112.669074681187,9,5,908.3694333037873,395.0641701108621,47.448254150208,131.50189729988094,16.226611702636923,2.8095774841870775,123.35435389542187,8.784892175363666,2.1198727936247654,2.356179599100071,19553.32143070969,559.1775034596254,3876.4594573564227,3465.7281142379975,64765.012890476384,90.60162451827999,6905.778513026654,756.5134862936941,7602.225933677026,3231.32609156734,5706.404452191473,7310.173919524158,66761.03527228968,37.40436169392288,1,0,0,7,108.89067381139515,146.87545375525136,61.276499585082625,17,DDoS
22,456.42869443282785,8,10,1432.0479632000652,1799.5013748321412,83.76176943685512,122.29897442711871,27.619022366222712,3.792148705599852,16.686646861024048,22.640823035212733,4.525220278835421,5.568235045112219,63465.6222958259,339.46110318072294,9574.024423910032,10718.052139779445,2205.891856871506,2139.1526794994516,22901.235371294773,523.1022108059602,20470.888047547523,358.42472711405077,1730.5353171201132,1085.9377871662516,11910.089828796643,9.723813269923303,3,0,1,12,11.799879381285066,0.7745351103884277,26.719877820270785,17,DDoS
443,52248.485440775905,4,10,82.05499774510245,763.6749116137987,141.18012850846728,47.12701139868481,88.57639825237092,1.0277680508962748,59.973968198624576,12.66044209987331,3.827758418373959,7.354109691713987,432.2482482410479,143.77856721267298,14540.851893039486,1024.917547300998,33183.61947984029,1661.3451560292528,5840.998835358998,2936.1423419721636,2889.96138222687,564.0606157000581,1005.9469434476805,2070.5084446619794,22472.143383905648,2866.858021137021,2,2,0,9,248.430030584419,110.05705668617603,326.00503587252695,6,BENIGN
22,35779.23359336209,11,6,492.0042777362295,604.3526275358217,144.61031318617518,16.732881115083675,7.838075908520318,2.8889252183046823,48.080044925489965,4.500105296566162,110.58708916665061,9.09157949678197,354.81178511113694,133.00500342919338,9649.393575103932,375.43029281162694,26294.334177830944,557.3620100659477,4152.104761400579,2997.512116531062,1878.3547584450164,721.6457993256774,5693.694340768431,6034.426622826064,254.19401050213597,627.605577096246,7,1,2,12,31.593158520898328,86.7222241009568,110.52581112382005,6,BENIGN
443,29486.029991851916,8,16,436.61506835905277,231.42785386346668,91.194846802407,215.02259051003622,216.7291196629752,17.738373194095313,50.92593434139841,51.75861742875505,54.876356633424756,15.520515638884117,7137.40791713538,138.21632943292835,9122.23015162752,1503.3830232582518,27380.90295835625,1615.9632423845346,48463.04223763538,6727.755650671031,8742.033067632556,1801.1107763232872,13973.609623491719,9165.694816955916,6313.8529314088,146.5026897265444,7,2,0,7,35.85799683403441,10.490429469995819,49.151338757108256,17,BENIGN
443,170514.70349534138,8,10,1008.4973139932272,240.05916897984667,48.163856688045314,99.84682587987389,10.602787495129085,4.478770711123593,155.96371532517338,5.513529569478967,25.5838126653258,15.543205403713374,8400.478798556174,91.23508147297753,4593.430140356603,549.6522371841239,37333.82363236333,1300.4436662611658,8054.700862526999,913.7623085462653,8043.783285571517,2608.47092499298,362.7250055753968,7256.635712837903,25659.36616792702,1641.5883285553962,0,1,0,8,72.84728621211599,151.5061432877921,206.10408960036497,6,BENIGN
80,42338.138307789624,12,10,1131.1531675560457,265.85490603908465,8.722948711431028,1.0259642576100638,88.00649626557527,6.812136690906518,80.33045853603267,25.222864402007,145.78704330439828,11.75444784410361,38352.36343139989,411.1096629504612,7553.3873739339215,303.41824734484953,67323.85361914625,222.51713765189245,5187.3831770382985,2940.274063381418,38729.9965435847,746.4993178541094,4450.047357078227,1807.227879522949,48644.18110247917,354.7855084848598,2,0,2,11,81.3726574218242,139.38896451246615,69.67732406430208,6,DDoS
22,99546.47641652644,12,6,714.6063413565438,469.0305082699276,674.2643212291057,38.052090018848126,80.65539543959895,16.204894607847248,83.7932124637922,55.359718074107946,116.85452034895012,3.8875359735357176,169.65686499303794,111.42846148322216,4166.316383819013,1272.4377899488945,20469.072437016144,193.17433903947475,9871.695229285142,2272.7941973525353,1717.8659840970195,940.8836126510813,15345.128868668266,4030.379173197311,49957.62772400252,4037.7089947189347,0,0,1,15,9.688993977190162,114.21096380054311,7.38852590215808,6,BENIGN
22,7509.191687390369,9,6,452.5045905446154,62.35157481868499,420.91536839605817,6.460339980333018,95.79432922823838,10.693636505944886,34.15777718406894,8.791457186046296,105.40459394061233,6.775773323360219,61543.791394822925,224.57544353889475,2558.7537392978925,2292.7608100001903,43135.3453246476,1521.4712328910668,20843.789303899768,3923.003711941816,1094.0361245773288,116.04878934549753,4398.526827821365,2080.0212332598967,6332.51215560877,680.2090189094023,3,0,2,17,105.35417388883835,33.08237452768543,121.55422366295765,6,DDoS
3389,42106.31682170712,11,11,111.11123768350359,789.3931938242041,30.30383446338029,8.510467474013282,45.44062489435387,37.315479419526966,21.948431099041116,107.77198164308759,104.04964099493861,8.002190743828056,25093.434071075026,28.57036041540548,4781.611747322126,6806.378248739733,2681.412870262228,821.5390966206453,8719.824679821017,10202.746668756929,13866.247794719078,489.3652093584206,6018.489651694112,3416.7303751670406,20122.17785284339,51.88191249387683,1,0,0,17,37.17515405558603,51.289630430723214,81.18878125957563,6,BENIGN
3389,101239.95126788541,12,6,161.92301996459787,7.297786770253547,139.48083134983003,0.07855324435695603,38.53827471746359,16.928818713954744,63.18671245042961,10.224193242010383,14.870059212343634,16.347615528803374,6623.25133579623,315.7095193911962,5097.9122372634065,384.09122300517953,5436.22600553813,590.6317628078068,8857.117154506828,2459.81392944945,30709.639938238863,2450.759367736536,305.0314581593993,5233.838168336215,1157.6663026549504,633.2352422338829,0,1,0,13,218.49137236441024,33.7476630966199,16.655916933719865,6,BENIGN
80,43746.135196452145,11,12,461.61624612254326,74.52852512383278,52.572907434503044,69.82988864911674,304.10290568542814,2.8327733388904304,7.133558549577102,47.16095945532595,145.9223279272151,2.287933533646617,6039.734644891618,78.53092651191884,1558.2426678077109,18321.857580381366,9480.17488152949,462.0916967141702,8930.167264078986,30302.22001801244,87182.39687166073,63.63049586282371,18859.562033431026,331.9695837152324,22649.30933116928,838.3372205872603,1,1,2,11,269.50867021455997,8.952632222215971,60.252792039598035,17,BENIGN
80,63294.92431770306,10,13,75.03005797301684,262.9686831544129,32.43047187329267,17.462901000516133,135.93084262150353,9.700562185800134,20.85290209178946,128.71282369118398,15.344406564038763,4.1489207342762775,8176.425491148441,125.90779353897139,6704.999068290362,59.64091792700311,1608.7279076481855,1268.941452868339,8056.481976347849,17554.080802524317,8739.215164509098,2111.170697204391,10272.408735370123,17405.71572521157,1521.1957043431773,802.473133430289,2,1,2,11,253.57179181350068,22.977863352331788,62.073749950774385,6,BENIGN
21,23264.22452088375,12,14,101.64850992385908,116.2034598011797,172.99733638415364,21.817027163254554,53.156015296328256,5.988710052840719,204.81188290968242,5.011407698589125,139.2494074470951,5.008299807782118,1799.2774440967078,60.78073638235485,10132.428711689567,8215.911607442224,4981.047106203383,516.429541411514,14364.755921332093,1507.931231160829,1105.5534486771173,1061.9232114786553,47699.576854221064,4369.151841185248,8927.31376935294,2837.1226107732177,1,3,1,11,40.95106034934542,17.71576288376043,4.155679637103718,6,BENIGN
3389,4850.304289052596,16,11,1211.9938522582613,182.0187042131937,231.40205846851083,2.8905455752252247,16.09760965955863,5.994671005422841,69.02474846935391,5.54414408205211,155.52047191797297,10.958666628010164,162462.7385181082,1.6977366818052162,1099.068010615669,25.401905942957814,78004.30305713367,12.12700533387014,21551.096058366176,4341.851810357397,43241.71892807625,473.3532172983353,10625.386481598274,3209.2693503843775,67315.12388118297,2621.502878761763,3,2,4,4,51.36057899064058,12.289519509050562,20.180590523423085,17,DDoS
443,30615.26685652196,10,8,1565.3410062834423,161.73615150382764,78.28120315198949,0.47857450151014636,176.9856175212953,5.926868493364724,449.4281166386732,6.716316487588269,87.229025074395,21.2512200093504,337.9484656614929,71.44271984791547,7573.99806030944,1450.3849738359631,27045.101547292048,374.8041745517892,11665.302894834334,14626.292300735247,25106.17875816791,946.0586740785091,4981.259072078942,3568.5866840089025,7917.898244489267,2096.286439598367,3,3,0,8,36.188814947942646,18.943398296498863,104.02112920610196,6,BENIGN
22,25083.333998424107,7,17,2.6242269987804825,125.31743003805045,9.131973145458295,94.42189949257408,83.70043630140867,10.838704578495499,0.5246882338071442,22.121669523884886,86.38997291315705,27.901668486114747,579.3841818616297,77.5536535187329,919.6386402715394,13507.79452542163,25394.381068369832,2357.1392289498754,4640.328590855806,7515.7511319255445,45808.158231698,899.3003864051924,49645.92435853193,9896.410120685487,50274.36290110139,112.34126619181843,1,2,1,8,5.287527994353575,33.40960988919154,47.39761766772956,17,BENIGN
